id,collection,subject_id,filename,user_name,created_at,Collected by,Collection date,Collector Number,Country,County,Habitat and description,Location,Scientific author,Scientific name,State/Province
5176cea8ded9103e3c0002fc,Herbarium,516db676ea305241090009a2,000040987.large.png,not-logged-in,2013-04-23 18:10:54,,09/03/1955,16838,,Liberty,Pinelands near bayhead,"near bayhead along small tributary of Taluga River, 1.7 miles W of Hosford",,Panicum implicatum Scribn.,FL
5176ceb4ded9103e3c00030e,Herbarium,516db66eea30524109000994,000010119.large.png,user2255,2013-04-23 18:11:00,Robert J. Lemaire,11/22/1956,105,,Palm Beach,Everglade marsh,atop dike south side of killsboro canal; few miles west of us 441,,Baccharis glomeruliflora Pers.,FL
5176cebcded9103e3c000314,Herbarium,516dbb2eea305241090011f0,000008948.large.png,not-logged-in,2013-04-23 18:11:08,R. K. Godfrey,11/20/1974,74121,,placeholder,"Open limerock ledges, just above high water mark, banks of Suwannee River, E of Williford.","Banks of Suwanee River, E of Williford",(L.) Britt.,Aster lateriflourus,FL
5176cec0de59d928e800026e,Herbarium,516dba41ea30524109001043,000047088.large.png,user2363,2013-04-23 18:11:12,R. K. Godfrey & Herman Kurz,11/18/1960,60481,,Wakulla,Small tree; mixed deciduous hammock,Vicinity of Wakulla Springs,,Ilex,FL
5176cec3ded9103e3c000322,Herbarium,516db1cbea305241090000c3,000054686.large.png,not-logged-in,2013-04-23 18:11:15,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, el 11,000 ft","Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft.",A. Nels,SEDUM INTEGRIFOLIUM (Raf.) A. Nels,CO
5176cec5ded9103e3c000325,Herbarium,516dc262ea30524109001d7d,000053634.large.png,user1479,2013-04-23 18:11:22,R. K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft",(Raf.) A. Nels,SEDUM INTEGRIFOLIUM,CO
5176ced0de59d928e8000281,Herbarium,516db696ea305241090009de,000056221.large.png,not-logged-in,2013-04-23 18:11:23,R. K. Godfrey,08/23/1973,72532,,Ouray,"N of SIlverton, el 11,000 ft.","Small mountain meadow, Red Mt. Pass",A. Nels,SEDUM INTERGRIFOLIUM (Raf.),CO
5176ceccde59d928e800027d,Herbarium,516db6d4ea30524109000a45,000007366.large.png,not-logged-in,2013-04-23 18:11:24,H. Kurz,10/21/1950,,,Liberty,Upland.,Torreya Park. Upland.,,Crataegus uniflora,FL
5176ced5de59d928e8000286,Herbarium,516dc056ea305241090019ee,000056986.large.png,not-logged-in,2013-04-23 18:11:27,R. K. Godfrey,08/23/1973,72532,,Ouray,,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft",A. Nels,Sedum Integrifolium,CO
5176ced8de59d928e800028b,Herbarium,516dbc26ea3052410900137c,000053052.large.png,not-logged-in,2013-04-23 18:11:31,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,000 ft",A. Nels,Sedum Integrifolium,CO
5176ced8de59d928e800028c,Herbarium,516dba30ea30524109001024,000053617.large.png,not-logged-in,2013-04-23 18:11:36,R.K. Godfrey,08/23/1973,72532,,Ouray,,"Small mountain meadow Red mt. pass N of Silverton el 11,000 ft",A. Nels,Sedum Integrifolium (Raf.) A. Nels,CO
5176cee0de59d928e8000295,Herbarium,516dbdf8ea305241090015fd,000053192.large.png,not-logged-in,2013-04-23 18:11:39,R.K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, elev 11000 ft","Red Mt. Pass, N. of Silverton",(Raf.) A. Nels,Sedum integrifolium,CO
5176cee1de59d928e8000297,Herbarium,516dbad8ea30524109001157,000023934.large.png,user1935,2013-04-23 18:11:40,Florida State University,08/29/1986,9885,,Franklin,Moist sandy loam of roadside depression,"Cash Bayou Bridge, 5 m NE Eastpoint",Loran C Anderson,fuirena longa,FL
5176cee3de59d928e8000299,Herbarium,516db7caea30524109000bf9,000053482.large.png,user554,2013-04-23 18:11:41,R K Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, el 11,000 ft.","Red Mt. Pass, N of Silverton",(Raf) A Nels,Sedum Integrifolium,CO
5176cee9de59d928e80002a4,Herbarium,516dbc72ea305241090013ea,000050755.large.png,not-logged-in,2013-04-23 18:11:48,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, elevation 11,000 feet","Red Mountain Pass, North of Silverton",A. Nels,Sedum Integrifolium,CO
5176ceecde59d928e80002aa,Herbarium,516db473ea3052410900060f,000023927.large.png,user2019,2013-04-23 18:11:51,Olga Lakela,10/29/1962,25486,,Hillsborough,Open pineland with Sabal and saw palmetto. Pionner association i cleared construction site,"nw of Tampa, on Old Memorial Hwy about 1.8 miles north from 580",Coville,Fuirena breviseta,FL
5176ceecde59d928e80002a9,Herbarium,516dbdb5ea30524109001586,000009980.large.png,not-logged-in,2013-04-23 18:11:51,R.K. Godfrey,06/18/1971,70434,,placeholder,open lodgepole pine forest,"Jasper. (Alberta, Canada)",,Senecio,placeholder
5176ceeede59d928e80002ae,Herbarium,516dc2cfea30524109001e40,000050979.large.png,not-logged-in,2013-04-23 18:11:53,R.K. Godfrey,08/23/1973,72532,,Ouray,Small mountain meadow,"Small mountain meadow, Red Mt. Pass, N of Silverton, el 11,0000 ft.",(Raf.) A. Nels,sedum integrifolium,CO
5176ceebded9103e3c000336,Herbarium,516dbb24ea305241090011dc,000033459.large.png,not-logged-in,2013-04-23 18:11:55,R. K. Godfrey,09/10/1972,,,Nassau,Longleaf pine flatwoods,"Cleared and much disturbed longleaf pine flatwoods, 0,7 miles S of Yulee",Putative,Eupatorium Pilosum X E. Rotundifolium,FL
5176ceecded9103e3c00033a,Herbarium,516dbe45ea30524109001687,000056426.large.png,not-logged-in,2013-04-23 18:11:56,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow N of Silverton, el 11,000 ft.","Red Mountain Pass, small mountain meadow N of Silverton, el 11,000 ft.",R. K. Godfrey,Sedum integrifolium (Raf.) A. Nels,CO
5176ceecde59d928e80002ab,Herbarium,516dbc70ea305241090013e7,000008434.large.png,not-logged-in,2013-04-23 18:11:56,R. K. Godfrey,09/15/1958,57812,,Taylor,calcereous hammock,"3 miles E of Econfina River, E of Newport",Kral and Godfrey,Cacalia lanceolata Nutt.,FL
5176ceeede59d928e80002ad,Herbarium,516db360ea305241090003d8,000053420.large.png,user1485,2013-04-23 18:11:58,R. K. Godfrey,08/23/1973,72532,,Ouray,"Small mountain meadow, el 11,000 ft","Red Mt. Pass, N of Silverton",A. Nels,SEDUM INTEGRIFOLIUM,CO
5176ceeaded9103e3c000334,Herbarium,516dc14cea30524109001b88,000023958.large.png,user344,2013-04-23 18:11:59,Loran C. Anderson,06/16/1986,9574,,Leon,wet sandy loam around margins of pond,"Oak Valley development, S of Belknap Road, WSW of junction Capitol Circle and highway 27, NW edge Tallahassee",Michx,Fuirena squarrosa,FL
